Retailer_Id;Invoice_Date;Id_Region;State;Id_City;Product;Id_Family;Id_Gender;Id_Category;Id_Product_Method;Id_Primary Color;IdPrice per_Unit;Units Sold;Operating Margin;Id_Sales_Method
1185732;14/11/2021;1;48;50;Men's Accesories;1;1;4;1;4;51;80;0.39;3
1185732;14/11/2021;1;48;50;Men's Accesories;1;1;4;1;4;63;70;0.38;3
1185732;13/12/2021;1;48;50;Men's Accesories;1;1;4;1;4;64;150;0.41;3
1185732;13/12/2021;1;48;50;Men's Accesories;1;1;4;1;4;52;75;0.38;3
1185732;13/12/2021;1;48;50;Men's Accesories;1;1;4;1;4;65;112;0.44;3
1185732;12/2/2021;1;48;50;Men's Accesories;1;1;4;1;4;41;167;0.56;3
1185732;12/2/2021;1;49;51;Men's Accesories;1;1;4;1;4;54;63;0.5;3
1185732;12/2/2021;1;49;51;Men's Accesories;1;1;4;1;4;43;85;0.54;3
1185732;10/3/2021;1;49;51;Men's Accesories;1;1;4;1;4;42;70;0.57;3
1185732;10/3/2021;1;49;51;Men's Accesories;1;1;4;1;4;51;47;0.49;3
1185732;11/4/2021;1;49;51;Men's Accesories;1;1;4;1;4;43;56;0.58;3
1185732;10/5/2021;1;49;51;Men's Accesories;1;1;4;1;4;54;80;0.56;3
1185732;12/6/2021;1;49;51;Men's Accesories;1;1;4;1;4;62;117;0.52;3
1185732;10/7/2021;1;49;51;Men's Accesories;1;1;4;1;4;54;94;0.47;3
1185732;11/8/2021;1;49;51;Men's Accesories;1;1;4;1;4;53;106;0.59;3
1185732;12/10/2021;1;49;51;Men's Accesories;1;1;4;1;4;62;133;0.6;3
1185732;11/11/2021;1;49;51;Men's Accesories;1;1;4;1;4;64;126;0.6;3
1185732;19/2/2021;1;50;52;Men's Accesories;1;1;4;1;4;46;98;0.48;3
1185732;17/3/2021;1;50;52;Men's Accesories;1;1;4;1;4;49;69;0.51;3
1185732;17/3/2021;1;50;52;Men's Accesories;1;1;4;1;4;58;60;0.45;3
1185732;18/4/2021;1;50;52;Men's Accesories;1;1;4;1;4;48;154;0.53;3
1185732;18/4/2021;1;50;52;Men's Accesories;1;1;4;1;4;49;68;0.55;3
1185732;18/4/2021;1;50;52;Men's Accesories;1;1;4;1;4;38;73;0.44;3
1185732;18/4/2021;1;50;52;Men's Accesories;1;1;4;1;4;57;53;0.45;3
1185732;18/4/2021;1;50;52;Men's Accesories;1;1;4;1;4;46;98;0.46;3
1185732;17/5/2021;1;50;52;Men's Accesories;1;1;4;1;4;64;173;0.53;3
1185732;17/5/2021;1;50;52;Men's Accesories;1;1;4;1;4;51;98;0.42;3
1185732;17/5/2021;1;50;52;Men's Accesories;1;1;4;1;4;63;78;0.45;3
1185732;19/6/2021;1;50;52;Men's Accesories;1;1;4;1;4;59;169;0.53;3
1185732;19/6/2021;1;50;52;Men's Accesories;1;1;4;1;4;56;123;0.51;3
1185732;19/6/2021;1;50;52;Men's Accesories;1;1;4;1;4;60;94;0.43;3
1185732;17/7/2021;1;50;52;Men's Accesories;1;1;4;1;4;64;196;0.53;3
1185732;17/7/2021;1;50;52;Men's Accesories;1;1;4;1;4;53;85;0.44;3
1185732;17/7/2021;1;50;52;Men's Accesories;1;1;4;1;4;60;102;0.41;3
1185732;18/8/2021;1;50;52;Men's Accesories;1;1;4;1;4;60;196;0.51;3
1185732;17/9/2021;1;50;52;Men's Accesories;1;1;4;1;4;68;98;0.46;3
1185732;18/11/2021;1;50;52;Men's Accesories;1;1;4;1;4;78;116;0.47;3
1185732;17/12/2021;1;50;52;Men's Accesories;1;1;4;1;4;74;117;0.49;3
1185732;28/1/2020;1;1;1;Men's Accesories;1;1;4;1;4;31;240;0.4;2
1185732;7/2/2020;1;1;1;Men's Accesories;1;1;4;1;4;37;296;0.35;2
1185732;10/2/2020;1;1;1;Men's Accesories;1;1;4;1;4;47;280;0.35;2
1185732;18/7/2020;1;1;1;Men's Accesories;1;1;4;1;4;48;340;0.3;2
1197831;23/7/2020;2;2;2;Men's Accesories;1;1;4;1;4;26;176;0.34;2
1197831;24/7/2020;2;2;2;Men's Accesories;1;1;4;1;4;25;224;0.56;2
1197831;3/9/2020;2;2;2;Men's Accesories;1;1;4;1;4;35;228;0.34;2
1197831;23/10/2020;2;2;2;Men's Accesories;1;1;4;1;4;36;230;0.5;2
1197831;24/10/2020;2;2;2;Men's Accesories;1;1;4;1;4;30;195;0.32;2
1197831;26/10/2020;2;2;2;Men's Accesories;1;1;4;1;4;32;333;0.4;2
1197831;27/10/2020;2;2;2;Men's Accesories;1;1;4;1;4;34;333;0.42;2
1197831;31/10/2020;2;2;2;Men's Accesories;1;1;4;1;4;41;306;0.55;2
1128299;10/11/2020;3;3;3;Men's Accesories;1;1;4;1;4;39;190;0.34;2
1128299;6/1/2020;3;6;8;Men's Apparel;2;1;4;2;4;50;250;0.55;2
1128299;18/5/2020;3;7;9;Men's Apparel;2;1;4;2;4;75;375;0.55;1
1128299;29/7/2020;3;8;10;Men's Apparel;2;1;4;2;4;90;425;0.25;1
1185732;8/1/2020;1;1;1;Men's Apparel;2;1;4;2;4;50;900;0.3;2
1185732;23/1/2020;1;1;1;Men's Apparel;2;1;4;2;4;60;900;0.3;2
1128299;4/8/2020;3;8;10;Men's Apparel;2;1;4;2;4;90;475;0.25;1
1185732;10/8/2020;5;9;11;Men's Apparel;2;1;4;2;4;55;750;0.35;1
1185732;29/1/2020;1;1;1;Men's Apparel;2;1;4;2;4;60;850;0.3;2
1185732;22/8/2020;5;9;11;Men's Apparel;2;1;4;2;4;55;675;0.35;1
1185732;8/11/2020;4;10;12;Men's Apparel;2;1;4;2;4;50;50;0.3;1
1197831;1/4/2021;2;12;14;Men's Apparel;2;1;4;2;4;30;300;0.35;2
1185732;11/8/2021;3;18;22;Men's Apparel;2;1;4;2;4;50;500;0.3;1
1185732;4/2/2020;1;1;1;Men's Apparel;2;1;4;2;4;60;825;0.3;2
1128299;25/3/2021;3;27;30;Men's Apparel;2;1;4;2;4;60;175;0.3;3
1128299;26/6/2021;3;27;30;Men's Apparel;2;1;4;2;4;60;300;0.3;3
1128299;13/11/2021;5;28;31;Men's Apparel;2;1;4;2;4;65;350;0.35;3
1185732;5/12/2021;5;29;32;Men's Apparel;2;1;4;2;4;70;775;0.35;3
1185732;6/1/2021;5;29;32;Men's Apparel;2;1;4;2;4;45;625;0.35;3
1185732;3/4/2021;5;30;33;Men's Apparel;2;1;4;2;4;45;525;0.35;3
1185732;2/5/2021;5;30;33;Men's Apparel;2;1;4;2;4;50;600;0.35;3
1185732;4/10/2021;5;30;33;Men's Apparel;2;1;4;2;4;45;550;0.35;3
1185732;9/1/2021;4;37;40;Men's Apparel;2;1;4;3;4;45;175;0.35;3
1185732;17/6/2021;1;42;32;Men's Apparel;2;1;4;3;4;45;275;0.4;1
1185732;14/3/2020;1;1;1;Men's Apparel;2;1;4;3;4;60;925;0.3;2
1185732;17/4/2020;1;1;1;Men's Apparel;2;1;4;3;4;60;900;0.3;2
1185732;23/4/2020;1;1;1;Men's Apparel;2;1;4;3;4;60;900;0.3;2
1185732;25/4/2020;1;1;1;Men's Apparel;2;1;4;3;4;65;875;0.3;2
1185732;1/5/2020;1;1;1;Men's Apparel;2;1;4;3;4;65;875;0.3;2
1185732;18/4/2021;1;50;52;Men's Apparel;2;1;4;3;4;60;175;0.3;1
1185732;7/5/2020;1;1;1;Men's Apparel;2;1;4;3;4;65;900;0.3;2
1185732;17/5/2021;1;50;52;Men's Apparel;2;1;4;3;4;65;300;0.3;1
1197831;29/7/2020;2;2;2;Men's Apparel;2;1;4;3;4;40;500;0.3;2
1197831;4/8/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;500;0.3;2
1185732;1/5/2020;1;1;1;Men's Apparel;2;1;4;3;4;64;254;0.42;3
1197831;9/9/2020;2;2;2;Men's Apparel;2;1;4;3;4;44;175;0.43;3
1197831;16/8/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;600;0.3;2
1197831;22/8/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;650;0.3;2
1128299;11/11/2020;3;3;3;Men's Apparel;2;1;4;3;4;50;140;0.61;3
1197831;28/8/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;700;0.3;2
1197831;3/9/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;650;0.3;2
1197831;9/9/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;625;0.3;2
1197831;15/9/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;575;0.3;2
1197831;24/10/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;650;0.3;2
1128299;23/12/2020;3;3;3;Men's Apparel;2;1;4;3;4;62;145;0.63;3
1197831;30/10/2020;2;2;2;Men's Apparel;2;1;4;3;4;45;650;0.3;2
1128299;10/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;62;155;0.66;3
1128299;11/11/2020;3;3;3;Men's Apparel;2;1;4;3;4;55;500;0.5;2
1128299;28/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;63;218;0.58;3
1128299;23/3/2021;5;19;23;Men's Apparel;2;1;4;3;4;51;30;0.52;3
1128299;29/12/2020;3;3;3;Men's Apparel;2;1;4;3;4;65;525;0.5;2
1128299;25/5/2021;5;19;23;Men's Apparel;2;1;4;3;4;44;49;0.54;3
1128299;4/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;550;0.55;2
1128299;10/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;575;0.55;2
1185732;17/12/2021;4;21;25;Men's Apparel;2;1;4;3;4;42;88;0.5;3
1128299;16/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;775;0.5;2
1128299;22/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;75;750;0.5;2
1128299;28/1/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;725;0.45;2
1128299;3/2/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;650;0.45;2
1128299;9/2/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;650;0.45;2
1128299;15/2/2021;3;3;3;Men's Apparel;2;1;4;3;4;65;700;0.45;2
1189833;11/3/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;500;0.55;2
1189833;17/3/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;450;0.55;2
1189833;23/3/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;425;0.55;2
1189833;11/4/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;425;0.55;2
1189833;17/4/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;450;0.55;2
1185732;11/1/2021;4;21;25;Men's Apparel;2;1;4;3;4;33;98;0.47;3
1189833;23/4/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;500;0.55;2
1189833;29/4/2021;3;3;4;Men's Apparel;2;1;4;3;4;50;700;0.55;2
1185732;11/2/2021;3;22;26;Men's Apparel;2;1;4;3;4;32;101;0.45;3
1185732;11/11/2021;3;22;26;Men's Apparel;2;1;4;3;4;39;91;0.49;3
1189833;5/5/2021;3;3;4;Men's Apparel;2;1;4;3;4;60;675;0.55;2
1128299;24/2/2021;3;23;17;Men's Apparel;2;1;4;3;4;42;38;0.52;3
1189833;11/5/2021;3;3;4;Men's Apparel;2;1;4;3;4;60;650;0.55;2
1189833;17/5/2021;3;3;4;Men's Apparel;2;1;4;3;4;60;600;0.55;2
1185732;16/7/2021;2;33;36;Men's Apparel;2;1;4;3;4;59;150;0.48;3
1185732;17/2/2021;1;42;32;Men's Apparel;2;1;4;3;4;48;65;0.53;3
1185732;18/5/2021;1;42;32;Men's Apparel;2;1;4;3;4;42;68;0.54;3
1189833;23/5/2021;3;3;4;Men's Apparel;2;1;4;3;4;60;600;0.55;2
1185732;22/10/2021;1;43;45;Men's Apparel;2;1;4;3;4;56;20;0.4;3
1185732;14/11/2021;1;44;46;Men's Apparel;2;1;4;3;4;60;72;0.4;3
1189833;29/5/2021;3;3;4;Men's Apparel;2;1;4;3;4;60;625;0.55;2
1185732;13/12/2021;1;44;46;Men's Apparel;2;1;4;3;4;61;91;0.4;3
1185732;4/6/2021;4;4;5;Men's Apparel;2;1;4;3;4;55;175;0.35;2
1185732;6/3/2021;1;45;47;Men's Apparel;2;1;4;3;4;43;34;0.45;3
1185732;7/4/2021;1;45;47;Men's Apparel;2;1;4;3;4;44;27;0.44;3
1185732;6/9/2021;1;45;47;Men's Apparel;2;1;4;3;4;47;41;0.41;3
1197831;6/3/2021;3;25;28;Men's Apparel;2;1;4;3;4;32;88;0.35;2
1197831;5/4/2021;3;25;28;Men's Apparel;2;1;4;3;4;27;91;0.32;2
1185732;16/6/2021;4;4;5;Men's Apparel;2;1;4;3;4;60;125;0.35;2
1128299;27/9/2021;3;27;30;Men's Apparel;2;1;4;3;4;40;145;0.35;2
1128299;13/1/2021;3;27;30;Men's Apparel;2;1;4;3;4;35;75;0.4;2
1128299;13/6/2021;5;28;31;Men's Apparel;2;1;4;3;4;42;94;0.39;2
1185732;22/6/2021;4;4;5;Men's Apparel;2;1;4;3;4;60;100;0.35;2
1128299;14/9/2021;5;28;31;Men's Apparel;2;1;4;3;4;36;132;0.37;2
1185732;28/6/2021;4;4;5;Men's Apparel;2;1;4;3;4;60;125;0.35;2
1185732;4/7/2021;4;4;5;Men's Apparel;2;1;4;3;4;50;175;0.35;2
1185732;10/7/2021;4;4;5;Men's Apparel;2;1;4;3;4;50;225;0.35;2
1185732;16/7/2021;4;4;5;Men's Apparel;2;1;4;3;4;50;200;0.35;2
1185732;22/7/2021;4;4;5;Men's Apparel;2;1;4;3;4;50;175;0.35;2
1185732;9/8/2021;4;4;5;Men's Apparel;2;1;4;3;4;60;200;0.35;2
1197831;15/8/2021;2;2;6;Men's Apparel;2;1;4;3;4;40;375;0.25;2
1197831;21/8/2021;2;2;6;Men's Apparel;2;1;4;3;4;40;300;0.25;2
1197831;27/8/2021;2;2;6;Men's Apparel;2;1;4;3;4;40;300;0.3;2
1197831;2/9/2021;2;2;6;Men's Apparel;2;1;4;3;4;35;325;0.3;2
1197831;8/9/2021;2;2;6;Men's Apparel;2;1;4;3;4;50;450;0.3;2
1197831;14/9/2021;2;2;6;Men's Apparel;2;1;4;3;4;50;500;0.3;2
1197831;20/9/2021;2;2;6;Men's Apparel;2;1;4;3;4;50;575;0.35;2
1197831;26/9/2021;2;2;6;Men's Apparel;2;1;4;3;4;55;525;0.35;2
1197831;2/10/2021;2;2;6;Men's Athletic Footwear;3;1;1;4;4;55;450;0.35;2
1197831;8/10/2021;2;2;6;Men's Athletic Footwear;3;1;1;4;4;40;400;0.35;2
1197831;14/10/2021;2;2;6;Men's Athletic Footwear;3;1;1;4;4;60;475;0.35;2
1197831;20/10/2021;2;2;6;Men's Athletic Footwear;3;1;1;4;4;60;525;0.35;2
1185732;26/10/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;55;125;0.35;2
1185732;7/11/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;60;75;0.3;2
1185732;13/11/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;60;75;0.3;2
1185732;25/11/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;65;150;0.35;2
1185732;1/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;65;200;0.35;2
1185732;7/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;65;175;0.35;2
1185732;13/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;55;125;0.3;2
1185732;19/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;60;100;0.3;2
1185732;25/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;70;150;0.35;2
1185732;31/12/2021;1;5;7;Men's Athletic Footwear;3;1;1;4;4;70;175;0.35;2
1128299;12/1/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;50;200;0.55;2
1128299;18/1/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;60;175;0.55;2
1128299;24/1/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;65;200;0.55;2
1128299;30/1/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;65;200;0.6;2
1128299;5/2/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;65;300;0.6;2
1128299;11/2/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;65;500;0.55;1
1128299;17/2/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;75;475;0.55;1
1128299;23/2/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;70;400;0.5;1
1128299;13/3/2020;3;6;8;Men's Athletic Footwear;3;1;1;4;4;70;400;0.5;1
1128299;25/3/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;45;200;0.5;1
1128299;31/3/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;60;150;0.5;1
1128299;12/4/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;65;175;0.65;1
1128299;18/4/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;70;325;0.65;1
1128299;30/4/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;75;500;0.6;1
1128299;6/5/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;75;400;0.55;1
1128299;12/5/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;65;300;0.55;1
1128299;24/5/2020;3;7;9;Men's Athletic Footwear;3;1;1;4;4;75;425;0.55;1
1128299;30/5/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;55;250;0.25;1
1128299;5/6/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;55;225;0.25;1
1128299;11/6/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;70;175;0.25;1
1128299;23/6/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;65;200;0.25;1
1128299;29/6/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;85;375;0.25;1
1128299;5/7/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;85;575;0.25;1
1128299;11/7/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;75;575;0.25;1
1128299;17/7/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;80;425;0.25;1
1128299;23/7/2020;3;8;10;Men's Athletic Footwear;3;1;1;4;4;70;325;0.25;1
1185732;16/8/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;55;750;0.35;1
1185732;24/4/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;55;675;0.35;1
1185732;24/4/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;60;725;0.35;1
1185732;15/9/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;65;800;0.35;1
1185732;21/9/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;55;750;0.35;1
1185732;27/9/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;55;725;0.35;1
1185732;3/10/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;60;700;0.35;1
1185732;9/10/2020;5;9;11;Men's Athletic Footwear;3;1;1;4;4;65;750;0.35;1
1185732;27/10/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;45;150;0.3;1
1185732;2/11/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;50;75;0.3;1
1185732;14/11/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;55;75;0.3;1
1185732;20/11/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;50;150;0.3;2
1185732;26/11/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;50;200;0.3;2
1185732;2/12/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;45;150;0.3;2
1185732;8/12/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;35;125;0.3;2
1185732;14/12/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;45;75;0.3;2
1185732;20/12/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;55;125;0.3;2
1185732;26/12/2020;4;10;12;Men's Athletic Footwear;3;1;1;4;4;55;175;0.3;2
1189833;1/1/2021;4;11;13;Men's Athletic Footwear;3;1;1;4;4;50;275;0.6;2
